NO,기업명,기업코드 첨부내용,ESG등급,환경,사회,지배구조,평가년도,비고 (조정시기)
963,AJ네트웍스,95570,B,D,B,B,2020,2021. 1분기
962,AK홀딩스,6840,B+,C,B+,B+,2020,2021. 1분기
961,BGF,27410,B+,B,A,B+,2020,2021. 1분기
960,BGF리테일,282330,A,B+,B+,A,2020,2021. 1분기
959,BNK금융지주,138930,A+,B+,A+,A+,2020,2021. 1분기
958,BNK캐피탈,801190,,,,B+,2020,2021. 1분기(금융회사)
957,BYC,1460,B,D,B,B+,2020,2021. 1분기
956,CJ,1040,A,B,A,A,2020,2021. 1분기
955,CJ CGV,79160,A,B,A,A,2020,2021. 1분기
954,CJ ENM,35760,B+,C,A,A,2020,2021. 1분기
953,CJ대한통운,120,A,A,B,A,2020,2021. 1분기
952,CJ씨푸드,11150,B,C,B+,B+,2020,2021. 1분기
951,CJ제일제당,97950,A,A,A+,A,2020,2021. 1분기
950,CJ프레시웨이,51500,A,B,A+,A,2020,2021. 1분기
949,CMG제약,58820,C,D,B,C,2020,2021. 1분기
948,CS홀딩스,590,C,D,C,B,2020,2021. 1분기
947,DB,12030,B,D,B,B,2020,2021. 1분기
946,DB금융투자,16610,B,D,A,B,2020,2021. 1분기
945,DB생명보험,818158,,,,B+,2020,2021. 1분기(금융회사)
944,DB손해보험,5830,B+,A,A,B+,2020,2021. 1분기
943,DB하이텍,990,B+,B+,A,B+,2020,2021. 1분기
942,DGB금융지주,139130,A+,A,A+,A+,2020,2021. 1분기
941,DGB생명보험,813363,,,,A,2020,2021. 1분기(금융회사)
940,DRB동일,4840,B,B,B+,B,2020,2021. 1분기
939,DSR,155660,C,B,B,C,2020,2021. 1분기
938,DSR제강,69730,C,C,B,C,2020,2021. 1분기
937,E1,17940,B,C,A,B+,2020,2021. 1분기
936,F&F,7700,D,D,C,C,2020,2021. 1분기
935,GKL,114090,B+,C,A,A,2020,2021. 1분기
934,GS,78930,B+,C,A,A,2020,2021. 1분기
933,GS건설,6360,A,A,B+,A,2020,2021. 1분기
932,GS글로벌,1250,B,D,B+,B+,2020,2021. 1분기
931,GS리테일,7070,B,C,B+,B+,2020,2021. 1분기
930,GS홈쇼핑,28150,A,B+,A,A,2020,2021. 1분기
929,HDC,12630,B+,C,B+,B+,2020,2021. 1분기
928,HDC아이콘트롤스,39570,C,D,C,B,2020,2021. 1분기
927,HDC현대EP,89470,B,B,B+,B,2020,2021. 1분기
926,HDC현대산업개발,294870,B,C,B,B+,2020,2021. 1분기
925,HMM,11200,A,A,A+,A,2020,2021. 1분기
924,HSD엔진,82740,A,B+,A,A,2020,2021. 1분기
923,JB금융지주,175330,A+,A,A,A+,2020,2021. 1분기
922,JW생명과학,234080,B+,B+,B+,B+,2020,2021. 1분기
921,JW중외제약,1060,B,B,B+,B,2020,2021. 1분기
920,JW홀딩스,96760,B+,C,B+,B+,2020,2021. 1분기
919,JYP Ent.,35900,B,D,B,B,2020,2021. 1분기
918,KB금융,105560,A+,A+,A+,A+,2020,2021. 1분기
917,KB손해보험,2550,,,,A,2020,2021. 1분기(금융회사)
916,KB캐피탈,21960,,,,A,2020,2021. 1분기(금융회사)
915,KCC건설,21320,C,C,B,C,2020,2021. 1분기
914,KC그린홀딩스,9440,B,B,B+,B,2020,2021. 1분기
913,KC코트렐,119650,B,B,B,B,2020,2021. 1분기
912,KEC,92220,B,B+,B+,C,2020,2021. 1분기
911,KG이니시스,35600,C,D,B,D,2020,2021. 1분기
910,KG케미칼,1390,D,C,C,D,2020,2021. 1분기
909,KISCO홀딩스,1940,C,B,B,C,2020,2021. 1분기
908,KPX케미칼,25000,B,B,C,B,2020,2021. 1분기
907,KPX홀딩스,92230,C,C,C,B,2020,2021. 1분기
906,KR모터스,40,C,D,C,B,2020,2021. 1분기
905,KSS해운,44450,B+,B,B+,B+,2020,2021. 1분기
904,KTB투자증권,30210,C,D,B,C,2020,2021. 1분기
903,KTH,36030,B+,C,B+,B+,2020,2021. 1분기
902,KTcs,58850,B,D,B+,B+,2020,2021. 1분기
901,KTis,58860,B,D,B+,B+,2020,2021. 1분기
900,KT서브마린,60370,B,D,B+,B+,2020,2021. 1분기
899,LF,93050,B,D,B,B+,2020,2021. 1분기
898,LG,3550,A,B+,A+,B+,2020,2021. 1분기
897,LG디스플레이,34220,A,B+,A+,B+,2020,2021. 1분기
896,LG상사,1120,A,A,A+,A,2020,2021. 1분기
895,LG생활건강,51900,A,A,A+,A,2020,2021. 1분기
894,LG유플러스,32640,B,B+,B+,B,2020,2021. 1분기
893,LG이노텍,11070,A,A,A+,B+,2020,2021. 1분기
892,LG전자,66570,B+,A,A+,B,2020,2021. 1분기
891,LG하우시스,108670,A,A,A+,A,2020,2021. 1분기
890,LG헬로비전,37560,B+,D,B+,A,2020,2021. 1분기
889,LG화학,51910,B,C,A,B+,2020,2021. 1분기
888,LIG넥스원,79550,A,B+,A,A,2020,2021. 1분기
887,LS,6260,B+,B,B+,A,2020,2021. 1분기
886,LS네트웍스,680,B,D,B+,B,2020,2021. 1분기
885,LS전선아시아,229640,B,D,C,B+,2020,2021. 1분기
884,MH에탄올,23150,B,C,B,B+,2020,2021. 1분기
883,NAVER,35420,A,B+,A,A+,2020,2021. 1분기
882,NHN한국사이버결제,60250,B,D,B,B+,2020,2021. 1분기
881,NH농협손해보험,839719,,,,B+,2020,2021. 1분기(금융회사)
880,NH투자증권,5940,B+,B,A+,B+,2020,2021. 1분기
879,NICE,34310,B,D,B,B+,2020,2021. 1분기
878,NICE평가정보,30190,B,D,B,B,2020,2021. 1분기
877,NI스틸,8260,C,D,C,B,2020,2021. 1분기
876,OCI,10060,A,A,A+,A,2020,2021. 1분기
875,RFHIC,218410,C,D,C,B,2020,2021. 1분기
874,S&TC,100840,B+,B,B,B+,2020,2021. 1분기
873,S&T모티브,64960,B+,B,B+,B+,2020,2021. 1분기
872,S&T중공업,3570,B+,B+,B+,B+,2020,2021. 1분기
871,S&T홀딩스,36530,B+,C,B+,B+,2020,2021. 1분기
870,S-Oil,10950,A+,A,A+,A+,2020,2021. 1분기
869,SBS,34120,B,C,B,B+,2020,2021. 1분기
868,SBS미디어홀딩스,101060,B,C,B,B,2020,2021. 1분기
867,SBS콘텐츠허브,46140,C,D,C,B,2020,2021. 1분기
866,SG세계물산,4060,C,D,B,C,2020,2021. 1분기
865,SG충방,1380,D,C,C,D,2020,2021. 1분기
864,SH에너지화학,2360,C,C,C,B+,2020,2021. 1분기
863,SIMPAC,9160,C,C,B,C,2020,2021. 1분기
862,SK,34730,A+,A,A+,A+,2020,2021. 1분기
861,SKC,11790,A,B+,A+,A,2020,2021. 1분기
860,SKC 솔믹스,57500,B,B,B,B+,2020,2021. 1분기
859,SKC코오롱PI,178920,B,C,B,B+,2020,2021. 1분기
858,SK가스,18670,A,B+,A+,A,2020,2021. 1분기
857,SK네트웍스,1740,A+,B+,A+,A+,2020,2021. 1분기
856,SK디스커버리,6120,A,B,A,A,2020,2021. 1분기
855,SK디앤디,210980,B,C,B,B+,2020,2021. 1분기
854,SK렌터카,68400,B,B,C,B,2020,2021. 1분기
853,SK머티리얼즈,36490,B+,B,A,B+,2020,2021. 1분기
852,SK바이오랜드,52260,B,C,B,B+,2020,2021. 1분기
851,SK이노베이션,96770,A,A,A+,A,2020,2021. 1분기
850,SK증권,1510,B,D,A,B,2020,2021. 1분기
849,SK케미칼,285130,B+,B+,A,B+,2020,2021. 1분기
848,SK텔레콤,17670,A+,A+,A,A+,2020,2021. 1분기
847,SK하이닉스,660,A,A,A+,A,2020,2021. 1분기
846,SPC삼립,5610,B+,B,A,B,2020,2021. 1분기
845,STX,11810,B,C,B+,B,2020,2021. 1분기
844,STX엔진,77970,B+,B+,B+,B,2020,2021. 1분기
843,STX중공업,71970,B,C,B+,B+,2020,2021. 1분기
842,TCC스틸,2710,C,B,B,C,2020,2021. 1분기
841,WISCOM,24070,C,C,C,B+,2020,2021. 1분기
840,YG PLUS,37270,B,D,B,B,2020,2021. 1분기
839,가온전선,500,B+,B,B+,B+,2020,2021. 1분기
838,강남제비스코,860,B,B,C,B,2020,2021. 1분기
837,강스템바이오텍,217730,C,D,C,B,2020,2021. 1분기
836,강원랜드,35250,A,B,A,A,2020,2021. 1분기
835,갤럭시아에스엠,11420,C,D,C,C,2020,2021. 1분기
834,갤럭시아컴즈,94480,C,D,C,B,2020,2021. 1분기
833,경남은행,192520,,,,A,2020,2021. 1분기(금융회사)
832,경농,2100,C,B,B+,C,2020,2021. 1분기
831,경동나비엔,9450,B+,B,B+,B+,2020,2021. 1분기
830,경동도시가스,267290,B+,B,A,B+,2020,2021. 1분기
829,경동인베스트,12320,B,C,B,B+,2020,2021. 1분기
828,경방,50,C,C,B,B,2020,2021. 1분기
827,경보제약,214390,B,B,B,B,2020,2021. 1분기
826,경인양행,12610,B,B,C,B,2020,2021. 1분기
825,경인전자,9140,C,D,C,B,2020,2021. 1분기
824,계룡건설산업,13580,B,B,B,B+,2020,2021. 1분기
823,계양전기,12200,B,B,B+,B,2020,2021. 1분기
822,고려산업,2140,C,C,C,C,2020,2021. 1분기
821,고려아연,10130,B+,B+,B,B+,2020,2021. 1분기
820,고려제강,2240,B,B+,B+,C,2020,2021. 1분기
819,고영,98460,B+,B,B+,B+,2020,2021. 1분기
818,광동제약,9290,B,C,B+,B+,2020,2021. 1분기
817,광명전기,17040,C,C,C,C,2020,2021. 1분기
816,광전자,17900,B,C,B,B+,2020,2021. 1분기
815,광주신세계,37710,B+,C,A,B+,2020,2021. 1분기
814,광주은행,192530,,,,A,2020,2021. 1분기(금융회사)
813,교보생명보험,811097,,,,B+,2020,2021. 1분기(금융회사)
812,교보증권,30610,B,D,B+,B,2020,2021. 1분기
811,국도화학,7690,B,B,B,B,2020,2021. 1분기
810,국동,5320,B,D,C,B+,2020,2021. 1분기
809,국민은행,60000,,,,A,2020,2021. 1분기(금융회사)
808,국보,1140,C,B,C,C,2020,2021. 1분기
807,국제약품,2720,C,D,B,C,2020,2021. 1분기
806,그린케미칼,83420,B,B,B,B,2020,2021. 1분기
805,극동유화,14530,B,B,C,B,2020,2021. 1분기
